date,day_of_week,month,city,category,demand_units,unit_price,warehouse,stock_available,lead_time_days
2024-01-02,1,1,Pune,Furniture,24,12000,Warehouse_West,710,4
2024-01-02,1,1,Pune,Medicines,140,200,Warehouse_West,525,4
2024-01-02,1,1,Hyderabad,Electronics,47,8500,Warehouse_North,970,4
2024-01-02,1,1,Hyderabad,Groceries,167,150,Warehouse_South,710,3
2024-01-02,1,1,Hyderabad,Clothing,71,800,Warehouse_West,688,1
2024-01-02,1,1,Hyderabad,Furniture,21,12000,Warehouse_North,978,4
2024-01-02,1,1,Hyderabad,Medicines,94,200,Warehouse_North,672,2
2024-01-03,2,1,Mumbai,Electronics,72,8500,Warehouse_South,823,1
2024-01-03,2,1,Mumbai,Groceries,263,150,Warehouse_North,201,1
2024-01-03,2,1,Mumbai,Clothing,123,800,Warehouse_North,432,3
2024-01-03,2,1,Mumbai,Furniture,32,12000,Warehouse_West,407,3
2024-01-03,2,1,Mumbai,Medicines,218,200,Warehouse_North,827,3
2024-01-03,2,1,Delhi,Electronics,70,8500,Warehouse_North,619,2
2024-01-03,2,1,Delhi,Groceries,305,150,Warehouse_South,672,3
2024-01-03,2,1,Delhi,Clothing,133,800,Warehouse_North,537,2
2024-01-03,2,1,Delhi,Furniture,31,12000,Warehouse_North,360,4
2024-01-03,2,1,Delhi,Medicines,239,200,Warehouse_North,597,1
2024-01-03,2,1,Bangalore,Electronics,55,8500,Warehouse_West,394,1
2024-01-03,2,1,Bangalore,Groceries,226,150,Warehouse_North,887,4
2024-01-03,2,1,Bangalore,Clothing,131,800,Warehouse_South,949,2
2024-01-03,2,1,Bangalore,Furniture,26,12000,Warehouse_South,429,1
2024-01-03,2,1,Bangalore,Medicines,215,200,Warehouse_West,425,1
2024-01-03,2,1,Chennai,Electronics,49,8500,Warehouse_South,808,4
2024-01-03,2,1,Chennai,Groceries,245,150,Warehouse_North,858,4
2024-01-03,2,1,Chennai,Clothing,92,800,Warehouse_West,391,1
2024-01-03,2,1,Chennai,Furniture,16,12000,Warehouse_South,298,4
2024-01-03,2,1,Chennai,Medicines,159,200,Warehouse_North,236,4
2024-01-03,2,1,Pune,Electronics,49,8500,Warehouse_West,298,4
2024-01-03,2,1,Pune,Groceries,141,150,Warehouse_North,315,3
2024-01-03,2,1,Pune,Clothing,68,800,Warehouse_North,455,3
2024-01-03,2,1,Pune,Furniture,18,12000,Warehouse_South,992,2
2024-01-03,2,1,Pune,Medicines,153,200,Warehouse_South,991,2
2024-01-03,2,1,Hyderabad,Electronics,47,8500,Warehouse_West,862,2
2024-01-03,2,1,Hyderabad,Groceries,174,150,Warehouse_South,984,4
2024-01-03,2,1,Hyderabad,Clothing,67,800,Warehouse_North,592,3
2024-01-03,2,1,Hyderabad,Furniture,21,12000,Warehouse_South,958,2
2024-01-03,2,1,Hyderabad,Medicines,190,200,Warehouse_West,607,1
2024-01-04,3,1,Mumbai,Electronics,59,8500,Warehouse_South,599,2
2024-01-04,3,1,Mumbai,Groceries,314,150,Warehouse_West,670,3
2024-01-04,3,1,Mumbai,Clothing,110,800,Warehouse_West,250,1
2024-01-04,3,1,Mumbai,Furniture,29,12000,Warehouse_South,774,2
2024-01-04,3,1,Mumbai,Medicines,240,200,Warehouse_South,504,4
2024-01-04,3,1,Delhi,Electronics,52,8500,Warehouse_South,982,2
2024-01-04,3,1,Delhi,Groceries,220,150,Warehouse_North,771,4
2024-01-04,3,1,Delhi,Clothing,117,800,Warehouse_North,302,4
2024-01-04,3,1,Delhi,Furniture,26,12000,Warehouse_South,246,3
2024-01-04,3,1,Delhi,Medicines,219,200,Warehouse_West,855,1
2024-01-04,3,1,Bangalore,Electronics,57,8500,Warehouse_West,803,2
2024-01-04,3,1,Bangalore,Groceries,245,150,Warehouse_West,545,1
2024-01-04,3,1,Bangalore,Clothing,125,800,Warehouse_North,257,2
2024-01-04,3,1,Bangalore,Furniture,23,12000,Warehouse_North,950,2
2024-01-04,3,1,Bangalore,Medicines,187,200,Warehouse_North,687,1
2024-01-04,3,1,Chennai,Electronics,48,8500,Warehouse_North,471,1
2024-01-04,3,1,Chennai,Groceries,231,150,Warehouse_South,446,3
2024-01-04,3,1,Chennai,Clothing,107,800,Warehouse_South,855,3
2024-01-04,3,1,Chennai,Furniture,21,12000,Warehouse_South,673,4
2024-01-04,3,1,Chennai,Medicines,207,200,Warehouse_North,750,4
2024-01-04,3,1,Pune,Electronics,43,8500,Warehouse_West,961,2
2024-01-04,3,1,Pune,Groceries,162,150,Warehouse_South,299,2
2024-01-04,3,1,Pune,Clothing,80,800,Warehouse_North,715,4
2024-01-04,3,1,Pune,Furniture,22,12000,Warehouse_West,457,1
2024-01-04,3,1,Pune,Medicines,157,200,Warehouse_South,874,4
2024-01-04,3,1,Hyderabad,Electronics,51,8500,Warehouse_North,890,3
2024-01-04,3,1,Hyderabad,Groceries,195,150,Warehouse_North,367,2
2024-01-04,3,1,Hyderabad,Clothing,87,800,Warehouse_West,755,1
2024-01-04,3,1,Hyderabad,Furniture,18,12000,Warehouse_North,801,2
2024-01-04,3,1,Hyderabad,Medicines,154,200,Warehouse_South,314,1
2024-01-05,4,1,Mumbai,Electronics,80,8500,Warehouse_South,692,3
2024-01-05,4,1,Mumbai,Groceries,298,150,Warehouse_North,575,4
2024-01-05,4,1,Mumbai,Clothing,125,800,Warehouse_South,656,4
2024-01-05,4,1,Mumbai,Furniture,29,12000,Warehouse_West,888,3
2024-01-05,4,1,Mumbai,Medicines,184,200,Warehouse_West,295,4
2024-01-05,4,1,Delhi,Electronics,54,8500,Warehouse_West,389,4
2024-01-05,4,1,Delhi,Groceries,273,150,Warehouse_North,478,1
2024-01-05,4,1,Delhi,Clothing,125,800,Warehouse_West,997,1
2024-01-05,4,1,Delhi,Furniture,27,12000,Warehouse_North,541,1
2024-01-05,4,1,Delhi,Medicines,283,200,Warehouse_West,218,1
2024-01-05,4,1,Bangalore,Electronics,55,8500,Warehouse_South,934,4
2024-01-05,4,1,Bangalore,Groceries,289,150,Warehouse_West,705,3
2024-01-05,4,1,Bangalore,Clothing,117,800,Warehouse_North,683,1
2024-01-05,4,1,Bangalore,Furniture,32,12000,Warehouse_West,343,1
2024-01-05,4,1,Bangalore,Medicines,235,200,Warehouse_West,787,1
2024-01-05,4,1,Chennai,Electronics,52,8500,Warehouse_South,691,1
2024-01-05,4,1,Chennai,Groceries,207,150,Warehouse_South,994,2
2024-01-05,4,1,Chennai,Clothing,90,800,Warehouse_South,716,1
2024-01-05,4,1,Chennai,Furniture,17,12000,Warehouse_North,710,3
2024-01-05,4,1,Chennai,Medicines,133,200,Warehouse_North,500,4
2024-01-05,4,1,Pune,Electronics,53,8500,Warehouse_West,644,4
2024-01-05,4,1,Pune,Groceries,171,150,Warehouse_South,366,3
2024-01-05,4,1,Pune,Clothing,70,800,Warehouse_South,650,1
2024-01-05,4,1,Pune,Furniture,16,12000,Warehouse_North,953,4
2024-01-05,4,1,Pune,Medicines,185,200,Warehouse_North,560,3
2024-01-05,4,1,Hyderabad,Electronics,48,8500,Warehouse_North,586,1
2024-01-05,4,1,Hyderabad,Groceries,183,150,Warehouse_North,608,4
2024-01-05,4,1,Hyderabad,Clothing,62,800,Warehouse_North,316,2
2024-01-05,4,1,Hyderabad,Furniture,14,12000,Warehouse_South,412,3
2024-01-05,4,1,Hyderabad,Medicines,163,200,Warehouse_North,875,3
2024-01-06,5,1,Mumbai,Electronics,91,8500,Warehouse_West,432,1
2024-01-06,5,1,Mumbai,Groceries,426,150,Warehouse_South,342,3
2024-01-06,5,1,Mumbai,Clothing,185,800,Warehouse_West,211,2
2024-01-06,5,1,Mumbai,Furniture,39,12000,Warehouse_South,607,4
2024-01-06,5,1,Mumbai,Medicines,292,200,Warehouse_South,847,2
2024-01-06,5,1,Delhi,Electronics,84,8500,Warehouse_South,739,4
2024-01-06,5,1,Delhi,Groceries,352,150,Warehouse_West,701,3
2024-01-06,5,1,Delhi,Clothing,147,800,Warehouse_North,400,1
2024-01-06,5,1,Delhi,Furniture,44,12000,Warehouse_North,757,3
2024-01-06,5,1,Delhi,Medicines,260,200,Warehouse_North,589,2
2024-01-06,5,1,Bangalore,Electronics,93,8500,Warehouse_North,649,2
2024-01-06,5,1,Bangalore,Groceries,312,150,Warehouse_South,441,3
2024-01-06,5,1,Bangalore,Clothing,159,800,Warehouse_West,376,3
2024-01-06,5,1,Bangalore,Furniture,34,12000,Warehouse_North,481,3
2024-01-06,5,1,Bangalore,Medicines,298,200,Warehouse_North,660,1
2024-01-06,5,1,Chennai,Electronics,66,8500,Warehouse_South,304,3
2024-01-06,5,1,Chennai,Groceries,314,150,Warehouse_North,844,2
2024-01-06,5,1,Chennai,Clothing,117,800,Warehouse_West,636,3
2024-01-06,5,1,Chennai,Furniture,29,12000,Warehouse_South,656,2
2024-01-06,5,1,Chennai,Medicines,245,200,Warehouse_North,250,1
2024-01-06,5,1,Pune,Electronics,53,8500,Warehouse_North,687,4
2024-01-06,5,1,Pune,Groceries,296,150,Warehouse_South,547,3
2024-01-06,5,1,Pune,Clothing,115,800,Warehouse_South,637,2
2024-01-06,5,1,Pune,Furniture,25,12000,Warehouse_West,505,4
2024-01-06,5,1,Pune,Medicines,197,200,Warehouse_West,406,1
2024-01-06,5,1,Hyderabad,Electronics,80,8500,Warehouse_North,777,3
2024-01-06,5,1,Hyderabad,Groceries,266,150,Warehouse_South,505,2
2024-01-06,5,1,Hyderabad,Clothing,107,800,Warehouse_South,997,3
2024-01-06,5,1,Hyderabad,Furniture,30,12000,Warehouse_North,365,1
2024-01-06,5,1,Hyderabad,Medicines,206,200,Warehouse_West,741,3
2024-01-07,6,1,Mumbai,Electronics,107,8500,Warehouse_North,337,4
2024-01-07,6,1,Mumbai,Groceries,426,150,Warehouse_North,529,1
2024-01-07,6,1,Mumbai,Clothing,164,800,Warehouse_South,973,1
2024-01-07,6,1,Mumbai,Furniture,37,12000,Warehouse_South,404,2
2024-01-07,6,1,Mumbai,Medicines,285,200,Warehouse_West,310,1
2024-01-07,6,1,Delhi,Electronics,92,8500,Warehouse_West,382,4
2024-01-07,6,1,Delhi,Groceries,358,150,Warehouse_North,394,4
2024-01-07,6,1,Delhi,Clothing,162,800,Warehouse_West,866,1
2024-01-07,6,1,Delhi,Furniture,39,12000,Warehouse_West,602,1
2024-01-07,6,1,Delhi,Medicines,301,200,Warehouse_North,665,4
2024-01-07,6,1,Bangalore,Electronics,80,8500,Warehouse_South,712,1
2024-01-07,6,1,Bangalore,Groceries,361,150,Warehouse_North,723,2
2024-01-07,6,1,Bangalore,Clothing,130,800,Warehouse_South,448,3
2024-01-07,6,1,Bangalore,Furniture,32,12000,Warehouse_North,413,3
2024-01-07,6,1,Bangalore,Medicines,245,200,Warehouse_North,536,2
2024-01-07,6,1,Chennai,Electronics,69,8500,Warehouse_North,207,1
2024-01-07,6,1,Chennai,Groceries,313,150,Warehouse_West,838,4
2024-01-07,6,1,Chennai,Clothing,123,800,Warehouse_South,725,2
2024-01-07,6,1,Chennai,Furniture,31,12000,Warehouse_South,564,2
2024-01-07,6,1,Chennai,Medicines,266,200,Warehouse_South,898,4
2024-01-07,6,1,Pune,Electronics,65,8500,Warehouse_West,949,3
2024-01-07,6,1,Pune,Groceries,256,150,Warehouse_West,707,1
2024-01-07,6,1,Pune,Clothing,107,800,Warehouse_West,214,4
2024-01-07,6,1,Pune,Furniture,30,12000,Warehouse_North,830,1
2024-01-07,6,1,Pune,Medicines,215,200,Warehouse_North,430,2
2024-01-07,6,1,Hyderabad,Electronics,54,8500,Warehouse_South,325,4
2024-01-07,6,1,Hyderabad,Groceries,258,150,Warehouse_North,779,2
2024-01-07,6,1,Hyderabad,Clothing,97,800,Warehouse_West,432,1
2024-01-07,6,1,Hyderabad,Furniture,35,12000,Warehouse_South,233,3
2024-01-07,6,1,Hyderabad,Medicines,195,200,Warehouse_North,947,3
2024-01-08,0,1,Mumbai,Electronics,57,8500,Warehouse_South,519,2
2024-01-08,0,1,Mumbai,Groceries,265,150,Warehouse_West,514,1
2024-01-08,0,1,Mumbai,Clothing,125,800,Warehouse_North,861,1
2024-01-08,0,1,Mumbai,Furniture,29,12000,Warehouse_South,781,3
2024-01-08,0,1,Mumbai,Medicines,251,200,Warehouse_South,549,3
2024-01-08,0,1,Delhi,Electronics,62,8500,Warehouse_West,336,3
2024-01-08,0,1,Delhi,Groceries,285,150,Warehouse_West,203,3
2024-01-08,0,1,Delhi,Clothing,122,800,Warehouse_South,317,1
2024-01-08,0,1,Delhi,Furniture,33,12000,Warehouse_South,640,2
2024-01-08,0,1,Delhi,Medicines,208,200,Warehouse_West,914,4
2024-01-08,0,1,Bangalore,Electronics,66,8500,Warehouse_North,525,2
2024-01-08,0,1,Bangalore,Groceries,257,150,Warehouse_South,986,4
2024-01-08,0,1,Bangalore,Clothing,84,800,Warehouse_West,200,2
2024-01-08,0,1,Bangalore,Furniture,26,12000,Warehouse_South,519,2
2024-01-08,0,1,Bangalore,Medicines,169,200,Warehouse_North,458,1
2024-01-08,0,1,Chennai,Electronics,51,8500,Warehouse_South,889,4
2024-01-08,0,1,Chennai,Groceries,201,150,Warehouse_North,528,1
2024-01-08,0,1,Chennai,Clothing,97,800,Warehouse_North,749,3
2024-01-08,0,1,Chennai,Furniture,21,12000,Warehouse_North,517,4
2024-01-08,0,1,Chennai,Medicines,168,200,Warehouse_South,533,1
2024-01-08,0,1,Pune,Electronics,46,8500,Warehouse_West,746,1
2024-01-08,0,1,Pune,Groceries,202,150,Warehouse_South,771,4
2024-01-08,0,1,Pune,Clothing,86,800,Warehouse_North,469,4
2024-01-08,0,1,Pune,Furniture,21,12000,Warehouse_South,490,1
2024-01-08,0,1,Pune,Medicines,137,200,Warehouse_South,609,2
2024-01-08,0,1,Hyderabad,Electronics,40,8500,Warehouse_North,948,2
2024-01-08,0,1,Hyderabad,Groceries,236,150,Warehouse_West,815,2
2024-01-08,0,1,Hyderabad,Clothing,75,800,Warehouse_West,836,2
2024-01-08,0,1,Hyderabad,Furniture,13,12000,Warehouse_North,864,1
2024-01-08,0,1,Hyderabad,Medicines,183,200,Warehouse_North,702,2
2024-01-09,1,1,Mumbai,Electronics,73,8500,Warehouse_West,238,3
2024-01-09,1,1,Mumbai,Groceries,302,150,Warehouse_South,845,3
2024-01-09,1,1,Mumbai,Clothing,102,800,Warehouse_West,822,1
2024-01-09,1,1,Mumbai,Furniture,33,12000,Warehouse_North,677,3
2024-01-09,1,1,Mumbai,Medicines,243,200,Warehouse_West,488,2
2024-01-09,1,1,Delhi,Electronics,69,8500,Warehouse_South,721,1
2024-01-09,1,1,Delhi,Groceries,269,150,Warehouse_South,358,3
2024-01-09,1,1,Delhi,Clothing,121,800,Warehouse_North,415,4
2024-01-09,1,1,Delhi,Furniture,31,12000,Warehouse_North,356,3
2024-01-09,1,1,Delhi,Medicines,199,200,Warehouse_North,329,3
2024-01-09,1,1,Bangalore,Electronics,67,8500,Warehouse_South,482,1
2024-01-09,1,1,Bangalore,Groceries,290,150,Warehouse_West,453,2
2024-01-09,1,1,Bangalore,Clothing,89,800,Warehouse_West,545,2
2024-01-09,1,1,Bangalore,Furniture,23,12000,Warehouse_West,595,2
2024-01-09,1,1,Bangalore,Medicines,199,200,Warehouse_North,822,4
2024-01-09,1,1,Chennai,Electronics,67,8500,Warehouse_West,659,4
2024-01-09,1,1,Chennai,Groceries,273,150,Warehouse_North,326,2
2024-01-09,1,1,Chennai,Clothing,95,800,Warehouse_North,803,3
2024-01-09,1,1,Chennai,Furniture,17,12000,Warehouse_North,661,4
2024-01-09,1,1,Chennai,Medicines,207,200,Warehouse_North,925,3
2024-01-09,1,1,Pune,Electronics,38,8500,Warehouse_North,545,2
2024-01-09,1,1,Pune,Groceries,196,150,Warehouse_South,200,3
2024-01-09,1,1,Pune,Clothing,67,800,Warehouse_West,860,3
2024-01-09,1,1,Pune,Furniture,17,12000,Warehouse_North,508,1
2024-01-09,1,1,Pune,Medicines,163,200,Warehouse_South,774,4
2024-01-09,1,1,Hyderabad,Electronics,40,8500,Warehouse_North,801,3
2024-01-09,1,1,Hyderabad,Groceries,198,150,Warehouse_West,617,3
2024-01-09,1,1,Hyderabad,Clothing,89,800,Warehouse_North,839,3
2024-01-09,1,1,Hyderabad,Furniture,21,12000,Warehouse_South,700,4
2024-01-09,1,1,Hyderabad,Medicines,115,200,Warehouse_North,376,1
2024-01-10,2,1,Mumbai,Electronics,79,8500,Warehouse_South,668,1
2024-01-10,2,1,Mumbai,Groceries,333,150,Warehouse_West,283,1
2024-01-10,2,1,Mumbai,Clothing,116,800,Warehouse_West,900,4
2024-01-10,2,1,Mumbai,Furniture,26,12000,Warehouse_North,526,1
2024-01-10,2,1,Mumbai,Medicines,205,200,Warehouse_West,922,2
2024-01-10,2,1,Delhi,Electronics,52,8500,Warehouse_South,484,1
2024-01-10,2,1,Delhi,Groceries,279,150,Warehouse_West,217,1
2024-01-10,2,1,Delhi,Clothing,105,800,Warehouse_South,570,3
2024-01-10,2,1,Delhi,Furniture,35,12000,Warehouse_North,313,2
2024-01-10,2,1,Delhi,Medicines,253,200,Warehouse_South,843,1
2024-01-10,2,1,Bangalore,Electronics,54,8500,Warehouse_West,999,2
2024-01-10,2,1,Bangalore,Groceries,253,150,Warehouse_South,361,4
2024-01-10,2,1,Bangalore,Clothing,118,800,Warehouse_West,642,3
2024-01-10,2,1,Bangalore,Furniture,19,12000,Warehouse_North,527,2
2024-01-10,2,1,Bangalore,Medicines,213,200,Warehouse_West,808,4
2024-01-10,2,1,Chennai,Electronics,36,8500,Warehouse_West,463,2
2024-01-10,2,1,Chennai,Groceries,257,150,Warehouse_North,381,1
2024-01-10,2,1,Chennai,Clothing,93,800,Warehouse_South,934,3
2024-01-10,2,1,Chennai,Furniture,16,12000,Warehouse_South,908,4
2024-01-10,2,1,Chennai,Medicines,204,200,Warehouse_West,945,3
2024-01-10,2,1,Pune,Electronics,53,8500,Warehouse_North,455,2
2024-01-10,2,1,Pune,Groceries,147,150,Warehouse_North,425,1
2024-01-10,2,1,Pune,Clothing,82,800,Warehouse_South,563,4
2024-01-10,2,1,Pune,Furniture,19,12000,Warehouse_North,913,2
2024-01-10,2,1,Pune,Medicines,171,200,Warehouse_North,314,1
2024-01-10,2,1,Hyderabad,Electronics,44,8500,Warehouse_South,720,4
2024-01-10,2,1,Hyderabad,Groceries,176,150,Warehouse_North,957,2
2024-01-10,2,1,Hyderabad,Clothing,99,800,Warehouse_West,693,4
2024-01-10,2,1,Hyderabad,Furniture,23,12000,Warehouse_South,345,4
2024-01-10,2,1,Hyderabad,Medicines,175,200,Warehouse_North,241,4
2024-01-11,3,1,Mumbai,Electronics,62,8500,Warehouse_North,352,2
2024-01-11,3,1,Mumbai,Groceries,299,150,Warehouse_South,787,3
2024-01-11,3,1,Mumbai,Clothing,109,800,Warehouse_West,367,2
2024-01-11,3,1,Mumbai,Furniture,27,12000,Warehouse_North,654,2
2024-01-11,3,1,Mumbai,Medicines,221,200,Warehouse_South,833,2
2024-01-11,3,1,Delhi,Electronics,68,8500,Warehouse_South,562,1
2024-01-11,3,1,Delhi,Groceries,285,150,Warehouse_South,228,1
2024-01-11,3,1,Delhi,Clothing,102,800,Warehouse_West,495,3
2024-01-11,3,1,Delhi,Furniture,32,12000,Warehouse_West,943,3
2024-01-11,3,1,Delhi,Medicines,190,200,Warehouse_South,297,3
2024-01-11,3,1,Bangalore,Electronics,61,8500,Warehouse_North,511,1
2024-01-11,3,1,Bangalore,Groceries,265,150,Warehouse_South,747,3
2024-01-11,3,1,Bangalore,Clothing,111,800,Warehouse_West,706,1
2024-01-11,3,1,Bangalore,Furniture,21,12000,Warehouse_West,681,1
2024-01-11,3,1,Bangalore,Medicines,187,200,Warehouse_North,495,1
2024-01-11,3,1,Chennai,Electronics,51,8500,Warehouse_North,416,1
2024-01-11,3,1,Chennai,Groceries,201,150,Warehouse_West,330,2
2024-01-11,3,1,Chennai,Clothing,109,800,Warehouse_North,307,4
2024-01-11,3,1,Chennai,Furniture,21,12000,Warehouse_West,216,2
2024-01-11,3,1,Chennai,Medicines,150,200,Warehouse_North,696,3
2024-01-11,3,1,Pune,Electronics,49,8500,Warehouse_North,926,1
2024-01-11,3,1,Pune,Groceries,238,150,Warehouse_South,909,4
2024-01-11,3,1,Pune,Clothing,79,800,Warehouse_West,770,2
2024-01-11,3,1,Pune,Furniture,15,12000,Warehouse_North,737,3
2024-01-11,3,1,Pune,Medicines,152,200,Warehouse_North,993,1
2024-01-11,3,1,Hyderabad,Electronics,41,8500,Warehouse_South,449,3
2024-01-11,3,1,Hyderabad,Groceries,213,150,Warehouse_South,926,1
2024-01-11,3,1,Hyderabad,Clothing,77,800,Warehouse_South,422,2
2024-01-11,3,1,Hyderabad,Furniture,19,12000,Warehouse_West,689,3
2024-01-11,3,1,Hyderabad,Medicines,135,200,Warehouse_North,725,3
2024-01-12,4,1,Mumbai,Electronics,73,8500,Warehouse_North,297,3
2024-01-12,4,1,Mumbai,Groceries,239,150,Warehouse_North,370,4
2024-01-12,4,1,Mumbai,Clothing,95,800,Warehouse_West,726,4
2024-01-12,4,1,Mumbai,Furniture,26,12000,Warehouse_North,715,1
2024-01-12,4,1,Mumbai,Medicines,252,200,Warehouse_North,215,1
2024-01-12,4,1,Delhi,Electronics,68,8500,Warehouse_South,307,2
2024-01-12,4,1,Delhi,Groceries,247,150,Warehouse_South,613,3
2024-01-12,4,1,Delhi,Clothing,83,800,Warehouse_West,980,1
2024-01-12,4,1,Delhi,Furniture,29,12000,Warehouse_West,238,2
2024-01-12,4,1,Delhi,Medicines,206,200,Warehouse_North,676,2
2024-01-12,4,1,Bangalore,Electronics,74,8500,Warehouse_West,576,2
2024-01-12,4,1,Bangalore,Groceries,249,150,Warehouse_South,558,4
2024-01-12,4,1,Bangalore,Clothing,93,800,Warehouse_West,628,2
2024-01-12,4,1,Bangalore,Furniture,28,12000,Warehouse_South,523,2
2024-01-12,4,1,Bangalore,Medicines,151,200,Warehouse_West,260,1
2024-01-12,4,1,Chennai,Electronics,41,8500,Warehouse_West,579,2
2024-01-12,4,1,Chennai,Groceries,244,150,Warehouse_South,352,3
2024-01-12,4,1,Chennai,Clothing,90,800,Warehouse_West,783,4
2024-01-12,4,1,Chennai,Furniture,20,12000,Warehouse_West,692,2
2024-01-12,4,1,Chennai,Medicines,178,200,Warehouse_South,306,2
2024-01-12,4,1,Pune,Electronics,42,8500,Warehouse_South,458,4
2024-01-12,4,1,Pune,Groceries,196,150,Warehouse_South,716,1
2024-01-12,4,1,Pune,Clothing,65,800,Warehouse_North,298,4
2024-01-12,4,1,Pune,Furniture,21,12000,Warehouse_South,952,1
2024-01-12,4,1,Pune,Medicines,152,200,Warehouse_South,261,1
2024-01-12,4,1,Hyderabad,Electronics,33,8500,Warehouse_West,359,3
2024-01-12,4,1,Hyderabad,Groceries,178,150,Warehouse_West,288,1
2024-01-12,4,1,Hyderabad,Clothing,71,800,Warehouse_South,556,2
2024-01-12,4,1,Hyderabad,Furniture,13,12000,Warehouse_West,740,1
2024-01-12,4,1,Hyderabad,Medicines,130,200,Warehouse_West,937,4
2024-01-13,5,1,Mumbai,Electronics,94,8500,Warehouse_North,460,3
2024-01-13,5,1,Mumbai,Groceries,414,150,Warehouse_West,425,4
2024-01-13,5,1,Mumbai,Clothing,165,800,Warehouse_South,653,1
2024-01-13,5,1,Mumbai,Furniture,42,12000,Warehouse_North,995,1
2024-01-13,5,1,Mumbai,Medicines,315,200,Warehouse_West,897,3
2024-01-13,5,1,Delhi,Electronics,95,8500,Warehouse_South,239,3
2024-01-13,5,1,Delhi,Groceries,404,150,Warehouse_West,535,4
